Calling PickFoodCalling CalcBlobCentersCleanInterior: i=0, j=1
REMOVED: j=2, ConnectedColor:221,225,208, XY:1182,1008
REMOVED: j=1, ConnectedColor:195,21,58, XY:1183,804
REMOVED: j=1, ConnectedColor:195,21,58, XY:1183,870
REMOVED: j=1, ConnectedColor:195,21,58, XY:1183,871
REMOVED: j=1, ConnectedColor:195,21,58, XY:1183,917
REMOVED: j=2, ConnectedColor:221,225,208, XY:1183,981
REMOVED: j=2, ConnectedColor:221,225,208, XY:1183,989
REMOVED: j=1, ConnectedColor:195,21,58, XY:1184,804
REMOVED: j=1, ConnectedColor:195,21,58, XY:1184,918
REMOVED: j=1, ConnectedColor:195,21,58, XY:1184,919
REMOVED: j=1, ConnectedColor:195,21,58, XY:1184,932
REMOVED: j=1, ConnectedColor:195,21,58, XY:1185,804
REMOVED: j=1, ConnectedColor:195,21,58, XY:1185,948
REMOVED: j=1, ConnectedColor:195,21,58, XY:1186,804
REMOVED: j=1, ConnectedColor:195,21,58, XY:1186,983
REMOVED: j=1, ConnectedColor:195,21,58, XY:1187,804
REMOVED: j=1, ConnectedColor:195,21,58, XY:1187,1003
REMOVED: j=1, ConnectedColor:195,21,58, XY:1187,1007
REMOVED: j=1, ConnectedColor:195,21,58, XY:1187,1010
REMOVED: j=1, ConnectedColor:195,21,58, XY:1188,804
REMOVED: j=1, ConnectedColor:195,21,58, XY:1188,1011
REMOVED: j=1, ConnectedColor:195,21,58, XY:1189,804
REMOVED: j=1, ConnectedColor:195,21,58, XY:1189,1011
REMOVED: j=1, ConnectedColor:195,21,58, XY:1190,804
REMOVED: j=1, ConnectedColor:195,21,58, XY:1190,1011
REMOVED: j=1, ConnectedColor:195,21,58, XY:1191,804
REMOVED: j=1, ConnectedColor:195,21,58, XY:1191,1011
REMOVED: j=1, ConnectedColor:195,21,58, XY:1192,804
REMOVED: j=1, ConnectedColor:195,21,58, XY:1192,1011
REMOVED: j=1, ConnectedColor:195,21,58, XY:1193,804
REMOVED: j=1, ConnectedColor:195,21,58, XY:1193,1011
REMOVED: j=1, ConnectedColor:195,21,58, XY:1194,804
REMOVED: j=1, ConnectedColor:195,21,58, XY:1194,1011
REMOVED: j=1, ConnectedColor:195,21,58, XY:1195,804
REMOVED: j=1, ConnectedColor:195,21,58, XY:1195,1011
REMOVED: j=1, ConnectedColor:195,21,58, XY:1196,804
REMOVED: j=1, ConnectedColor:195,21,58, XY:1196,1011
REMOVED: j=1, ConnectedColor:195,21,58, XY:1197,804
REMOVED: j=1, ConnectedColor:195,21,58, XY:1197,1011
REMOVED: j=1, ConnectedColor:195,21,58, XY:1198,804
REMOVED: j=1, ConnectedColor:195,21,58, XY:1198,1010
REMOVED: j=1, ConnectedColor:195,21,58, XY:1199,804
REMOVED: j=1, ConnectedColor:195,21,58, XY:1199,1010
REMOVED: j=1, ConnectedColor:195,21,58, XY:1200,804
REMOVED: j=1, ConnectedColor:195,21,58, XY:1200,1010
REMOVED: j=1, ConnectedColor:195,21,58, XY:1201,804
REMOVED: j=1, ConnectedColor:195,21,58, XY:1201,1010
REMOVED: j=1, ConnectedColor:195,21,58, XY:1202,804
REMOVED: j=1, ConnectedColor:195,21,58, XY:1202,1010
REMOVED: j=1, ConnectedColor:195,21,58, XY:1203,804
REMOVED: j=1, ConnectedColor:195,21,58, XY:1203,1010
REMOVED: j=1, ConnectedColor:195,21,58, XY:1204,804
REMOVED: j=1, ConnectedColor:195,21,58, XY:1204,1010
REMOVED: j=1, ConnectedColor:195,21,58, XY:1205,804
REMOVED: j=1, ConnectedColor:195,21,58, XY:1205,1010
REMOVED: j=1, ConnectedColor:195,21,58, XY:1206,804
REMOVED: j=1, ConnectedColor:195,21,58, XY:1206,1010
REMOVED: j=1, ConnectedColor:195,21,58, XY:1207,804
REMOVED: j=1, ConnectedColor:195,21,58, XY:1207,1010
REMOVED: j=1, ConnectedColor:195,21,58, XY:1208,804
REMOVED: j=1, ConnectedColor:195,21,58, XY:1208,1010
REMOVED: j=1, ConnectedColor:195,21,58, XY:1209,804
REMOVED: j=1, ConnectedColor:195,21,58, XY:1209,1010
REMOVED: j=1, ConnectedColor:195,21,58, XY:1210,804
REMOVED: j=1, ConnectedColor:195,21,58, XY:1210,1010
REMOVED: j=1, ConnectedColor:195,21,58, XY:1211,804
REMOVED: j=1, ConnectedColor:195,21,58, XY:1211,1010
REMOVED: j=1, ConnectedColor:195,21,58, XY:1212,804
REMOVED: j=1, ConnectedColor:195,21,58, XY:1212,1010
REMOVED: j=1, ConnectedColor:195,21,58, XY:1213,804
REMOVED: j=1, ConnectedColor:195,21,58, XY:1213,1010
REMOVED: j=1, ConnectedColor:195,21,58, XY:1214,804
REMOVED: j=1, ConnectedColor:195,21,58, XY:1214,1010
REMOVED: j=1, ConnectedColor:195,21,58, XY:1215,804
REMOVED: j=1, ConnectedColor:195,21,58, XY:1215,1010
REMOVED: j=1, ConnectedColor:195,21,58, XY:1216,804
REMOVED: j=1, ConnectedColor:195,21,58, XY:1216,1010
REMOVED: j=1, ConnectedColor:195,21,58, XY:1217,804
REMOVED: j=1, ConnectedColor:195,21,58, XY:1217,1010
REMOVED: j=1, ConnectedColor:195,21,58, XY:1218,804
REMOVED: j=1, ConnectedColor:195,21,58, XY:1218,1010
REMOVED: j=1, ConnectedColor:195,21,58, XY:1219,804
REMOVED: j=1, ConnectedColor:195,21,58, XY:1219,1010
REMOVED: j=1, ConnectedColor:195,21,58, XY:1220,804
REMOVED: j=1, ConnectedColor:195,21,58, XY:1220,1010
REMOVED: j=1, ConnectedColor:195,21,58, XY:1221,804
REMOVED: j=1, ConnectedColor:195,21,58, XY:1221,1010
REMOVED: j=1, ConnectedColor:195,21,58, XY:1222,804
REMOVED: j=1, ConnectedColor:195,21,58, XY:1222,1010
REMOVED: j=1, ConnectedColor:195,21,58, XY:1223,804
REMOVED: j=1, ConnectedColor:195,21,58, XY:1223,1010
REMOVED: j=1, ConnectedColor:195,21,58, XY:1224,804
REMOVED: j=1, ConnectedColor:195,21,58, XY:1224,1010
REMOVED: j=1, ConnectedColor:195,21,58, XY:1225,804
REMOVED: j=1, ConnectedColor:195,21,58, XY:1225,1010
REMOVED: j=1, ConnectedColor:195,21,58, XY:1226,804
REMOVED: j=1, ConnectedColor:195,21,58, XY:1226,1010
REMOVED: j=1, ConnectedColor:195,21,58, XY:1227,804
REMOVED: j=1, ConnectedColor:195,21,58, XY:1227,1010
REMOVED: j=1, ConnectedColor:195,21,58, XY:1228,804
REMOVED: j=1, ConnectedColor:195,21,58, XY:1228,1010
REMOVED: j=1, ConnectedColor:195,21,58, XY:1229,804
REMOVED: j=1, ConnectedColor:195,21,58, XY:1229,1010
REMOVED: j=1, ConnectedColor:195,21,58, XY:1230,804
REMOVED: j=1, ConnectedColor:195,21,58, XY:1230,1010
REMOVED: j=1, ConnectedColor:195,21,58, XY:1231,804
REMOVED: j=1, ConnectedColor:195,21,58, XY:1231,1010
REMOVED: j=1, ConnectedColor:195,21,58, XY:1232,804
REMOVED: j=1, ConnectedColor:195,21,58, XY:1232,1010
REMOVED: j=1, ConnectedColor:195,21,58, XY:1233,804
REMOVED: j=1, ConnectedColor:195,21,58, XY:1233,1010
REMOVED: j=1, ConnectedColor:195,21,58, XY:1234,804
REMOVED: j=1, ConnectedColor:195,21,58, XY:1234,1010
REMOVED: j=1, ConnectedColor:195,21,58, XY:1235,804
REMOVED: j=1, ConnectedColor:195,21,58, XY:1235,1010
REMOVED: j=1, ConnectedColor:195,21,58, XY:1236,804
REMOVED: j=1, ConnectedColor:195,21,58, XY:1236,1008
REMOVED: j=1, ConnectedColor:195,21,58, XY:1237,803
REMOVED: j=1, ConnectedColor:195,21,58, XY:1237,1008
REMOVED: j=1, ConnectedColor:195,21,58, XY:1238,803
REMOVED: j=1, ConnectedColor:195,21,58, XY:1238,1008
REMOVED: j=1, ConnectedColor:195,21,58, XY:1239,803
REMOVED: j=1, ConnectedColor:195,21,58, XY:1239,1008
REMOVED: j=1, ConnectedColor:195,21,58, XY:1240,803
REMOVED: j=1, ConnectedColor:195,21,58, XY:1240,1008
REMOVED: j=1, ConnectedColor:195,21,58, XY:1241,803
REMOVED: j=1, ConnectedColor:195,21,58, XY:1241,1008
REMOVED: j=1, ConnectedColor:195,21,58, XY:1242,803
REMOVED: j=1, ConnectedColor:195,21,58, XY:1242,1009
REMOVED: j=1, ConnectedColor:195,21,58, XY:1243,803
REMOVED: j=1, ConnectedColor:195,21,58, XY:1243,1009
REMOVED: j=1, ConnectedColor:195,21,58, XY:1244,803
REMOVED: j=1, ConnectedColor:195,21,58, XY:1244,1009
REMOVED: j=1, ConnectedColor:195,21,58, XY:1245,803
REMOVED: j=1, ConnectedColor:195,21,58, XY:1245,1009
REMOVED: j=1, ConnectedColor:195,21,58, XY:1246,803
REMOVED: j=1, ConnectedColor:195,21,58, XY:1246,1009
REMOVED: j=1, ConnectedColor:195,21,58, XY:1247,803
REMOVED: j=1, ConnectedColor:195,21,58, XY:1247,1009
REMOVED: j=1, ConnectedColor:195,21,58, XY:1248,803
REMOVED: j=1, ConnectedColor:195,21,58, XY:1248,1009
REMOVED: j=1, ConnectedColor:195,21,58, XY:1249,803
REMOVED: j=1, ConnectedColor:195,21,58, XY:1249,806
REMOVED: j=1, ConnectedColor:195,21,58, XY:1249,823
REMOVED: j=1, ConnectedColor:195,21,58, XY:1249,875
REMOVED: j=1, ConnectedColor:195,21,58, XY:1249,876
REMOVED: j=1, ConnectedColor:195,21,58, XY:1249,879
REMOVED: j=1, ConnectedColor:195,21,58, XY:1249,879
REMOVED: j=1, ConnectedColor:195,21,58, XY:1249,960
REMOVED: j=1, ConnectedColor:195,21,58, XY:1249,964
REMOVED: j=1, ConnectedColor:195,21,58, XY:1249,1009
REMOVED: j=1, ConnectedColor:195,21,58, XY:1250,825
REMOVED: j=1, ConnectedColor:195,21,58, XY:1250,875
REMOVED: j=1, ConnectedColor:195,21,58, XY:1250,883
REMOVED: j=1, ConnectedColor:195,21,58, XY:1250,945
REMOVED: j=1, ConnectedColor:195,21,58, XY:1250,947
REMOVED: j=1, ConnectedColor:195,21,58, XY:1250,952
REMOVED: j=1, ConnectedColor:195,21,58, XY:1250,976
REMOVED: j=1, ConnectedColor:195,21,58, XY:1250,1009
REMOVED: j=1, ConnectedColor:195,21,58, XY:1251,857
REMOVED: j=1, ConnectedColor:195,21,58, XY:1251,872
REMOVED: j=1, ConnectedColor:195,21,58, XY:1251,887
REMOVED: j=1, ConnectedColor:195,21,58, XY:1251,924
REMOVED: j=1, ConnectedColor:195,21,58, XY:1251,924
REMOVED: j=1, ConnectedColor:195,21,58, XY:1251,942
REMOVED: j=1, ConnectedColor:195,21,58, XY:1251,984
REMOVED: j=1, ConnectedColor:195,21,58, XY:1251,1009
REMOVED: j=1, ConnectedColor:195,21,58, XY:1252,985
REMOVED: j=1, ConnectedColor:195,21,58, XY:1252,1009
REMOVED: j=1, ConnectedColor:195,21,58, XY:1253,986
REMOVED: j=1, ConnectedColor:195,21,58, XY:1253,1009
REMOVED: j=1, ConnectedColor:195,21,58, XY:1254,987
REMOVED: j=1, ConnectedColor:195,21,58, XY:1254,1009
REMOVED: j=1, ConnectedColor:195,21,58, XY:1255,988
REMOVED: j=1, ConnectedColor:195,21,58, XY:1255,1009
REMOVED: j=1, ConnectedColor:195,21,58, XY:1256,990
REMOVED: j=1, ConnectedColor:195,21,58, XY:1256,1009
REMOVED: j=1, ConnectedColor:195,21,58, XY:1257,991
REMOVED: j=1, ConnectedColor:195,21,58, XY:1257,1009
REMOVED: j=1, ConnectedColor:195,21,58, XY:1258,992
REMOVED: j=1, ConnectedColor:195,21,58, XY:1258,1009
REMOVED: j=1, ConnectedColor:195,21,58, XY:1259,993
REMOVED: j=1, ConnectedColor:195,21,58, XY:1259,1009
REMOVED: j=1, ConnectedColor:195,21,58, XY:1260,994
REMOVED: j=1, ConnectedColor:195,21,58, XY:1260,1009
REMOVED: j=1, ConnectedColor:195,21,58, XY:1261,995
REMOVED: j=1, ConnectedColor:195,21,58, XY:1261,1008
REMOVED: j=1, ConnectedColor:195,21,58, XY:1262,996
REMOVED: j=1, ConnectedColor:195,21,58, XY:1262,1008
REMOVED: j=1, ConnectedColor:195,21,58, XY:1263,997
REMOVED: j=1, ConnectedColor:195,21,58, XY:1263,1008
REMOVED: j=1, ConnectedColor:195,21,58, XY:1264,997
REMOVED: j=1, ConnectedColor:195,21,58, XY:1264,1008
REMOVED: j=1, ConnectedColor:195,21,58, XY:1265,1000
REMOVED: j=1, ConnectedColor:195,21,58, XY:1265,1008
REMOVED: j=1, ConnectedColor:195,21,58, XY:1266,1001
REMOVED: j=1, ConnectedColor:195,21,58, XY:1266,1008
REMOVED: j=1, ConnectedColor:195,21,58, XY:1267,1002
REMOVED: j=1, ConnectedColor:195,21,58, XY:1267,1008
REMOVED: j=1, ConnectedColor:195,21,58, XY:1268,1003
REMOVED: j=1, ConnectedColor:195,21,58, XY:1268,1008
REMOVED: j=1, ConnectedColor:195,21,58, XY:1269,1003
REMOVED: j=1, ConnectedColor:195,21,58, XY:1269,1008
REMOVED: j=1, ConnectedColor:195,21,58, XY:1270,1004
REMOVED: j=1, ConnectedColor:195,21,58, XY:1270,1008
REMOVED: j=1, ConnectedColor:195,21,58, XY:1271,1005
REMOVED: j=1, ConnectedColor:195,21,58, XY:1271,1008
REMOVED: j=1, ConnectedColor:195,21,58, XY:1272,1005
REMOVED: j=1, ConnectedColor:195,21,58, XY:1272,1008
REMOVED: j=1, ConnectedColor:195,21,58, XY:1273,1006
REMOVED: j=1, ConnectedColor:195,21,58, XY:1273,1008
CleanInterior: i=13, j=0
CleanInterior: i=13, j=1
CleanInterior: i=13, j=2
CleanInterior: i=13, j=3
CleanInterior: i=13, j=4
CleanInterior: i=13, j=5
CleanInterior: i=13, j=6
CleanInterior: i=13, j=7
CleanInterior: i=13, j=8
CleanInterior: i=13, j=9
CleanInterior: i=13, j=10
CleanInterior: i=13, j=11
CleanInterior: i=13, j=12
CleanInterior: i=13, j=14
CleanInterior: i=13, j=15
CleanInterior: i=13, j=16
CleanInterior: i=13, j=17
CleanInterior: i=13, j=18
CleanInterior: i=13, j=19
CleanInterior: i=13, j=20
CleanInterior: i=13, j=21
CleanInterior: i=13, j=22
CleanInterior: i=13, j=23
CleanInterior: i=13, j=24
CleanInterior: i=13, j=25
CleanInterior: i=13, j=26
CleanInterior: i=13, j=27
CleanInterior: i=13, j=28
CleanInterior: i=13, j=29
CleanInterior: i=13, j=30
CleanInterior: i=13, j=31
CleanInterior: i=13, j=32
CleanInterior: i=13, j=33
CleanInterior: i=13, j=34
CleanInterior: i=13, j=35
CleanInterior: i=13, j=36
CleanInterior: i=13, j=37
CleanInterior: i=13, j=38
CleanInterior: i=13, j=39
CleanInterior: i=13, j=40
CleanInterior: i=13, j=41
CleanInterior: i=13, j=42
CleanInterior: i=14, j=0
CleanInterior: i=14, j=1
CleanInterior: i=14, j=2
CleanInterior: i=14, j=3
CleanInterior: i=14, j=4
CleanInterior: i=14, j=5
CleanInterior: i=14, j=6
CleanInterior: i=14, j=7
CleanInterior: i=14, j=8
CleanInterior: i=14, j=9
CleanInterior: i=14, j=10
CleanInterior: i=14, j=11
CleanInterior: i=14, j=12
CleanInterior: i=14, j=13
CleanInterior: i=14, j=15
CleanInterior: i=14, j=16
CleanInterior: i=14, j=17
CleanInterior: i=14, j=18
CleanInterior: i=14, j=19
CleanInterior: i=14, j=20
CleanInterior: i=14, j=21
CleanInterior: i=14, j=22
CleanInterior: i=14, j=23
CleanInterior: i=14, j=24
CleanInterior: i=14, j=25
CleanInterior: i=14, j=26
CleanInterior: i=14, j=27
CleanInterior: i=14, j=28
CleanInterior: i=14, j=29
CleanInterior: i=14, j=30
CleanInterior: i=14, j=31
CleanInterior: i=14, j=32
CleanInterior: i=14, j=33
CleanInterior: i=14, j=34
CleanInterior: i=14, j=35
CleanInterior: i=14, j=36
CleanInterior: i=14, j=37
CleanInterior: i=14, j=38
CleanInterior: i=14, j=39
CleanInterior: i=14, j=40
CleanInterior: i=14, j=41
CleanInterior: i=14, j=42
CleanInterior: i=15, j=0
CleanInterior: i=15, j=1
CleanInterior: i=15, j=2
CleanInterior: i=15, j=3
CleanInterior: i=15, j=4
CleanInterior: i=15, j=5
CleanInterior: i=15, j=6
CleanInterior: i=15, j=7
CleanInterior: i=15, j=8
CleanInterior: i=15, j=9
CleanInterior: i=15, j=10
CleanInterior: i=15, j=11
CleanInterior: i=15, j=12
CleanInterior: i=15, j=13
CleanInterior: i=15, j=14
CleanInterior: i=15, j=16
CleanInterior: i=15, j=17
CleanInterior: i=15, j=18
CleanInterior: i=15, j=19
CleanInterior: i=15, j=20
CleanInterior: i=15, j=21
CleanInterior: i=15, j=22
CleanInterior: i=15, j=23
CleanInterior: i=15, j=24
CleanInterior: i=15, j=25
CleanInterior: i=15, j=26
CleanInterior: i=15, j=27
CleanInterior: i=15, j=28
CleanInterior: i=15, j=29
CleanInterior: i=15, j=30
CleanInterior: i=15, j=31
CleanInterior: i=15, j=32
CleanInterior: i=15, j=33
CleanInterior: i=15, j=34
CleanInterior: i=15, j=35
CleanInterior: i=15, j=36
CleanInterior: i=15, j=37
CleanInterior: i=15, j=38
CleanInterior: i=15, j=39
CleanInterior: i=15, j=40
CleanInterior: i=15, j=41
CleanInterior: i=15, j=42
CleanInterior: i=16, j=0
CleanInterior: i=16, j=1
CleanInterior: i=16, j=2
CleanInterior: i=16, j=3
CleanInterior: i=16, j=4
CleanInterior: i=16, j=5
CleanInterior: i=16, j=6
CleanInterior: i=16, j=7
CleanInterior: i=16, j=8
CleanInterior: i=16, j=9
CleanInterior: i=16, j=10
CleanInterior: i=16, j=11
CleanInterior: i=16, j=12
CleanInterior: i=16, j=13
CleanInterior: i=16, j=14
CleanInterior: i=16, j=15
CleanInterior: i=16, j=17
CleanInterior: i=16, j=18
CleanInterior: i=16, j=19
CleanInterior: i=16, j=20
CleanInterior: i=16, j=21
CleanInterior: i=16, j=22
CleanInterior: i=16, j=23
CleanInterior: i=16, j=24
CleanInterior: i=16, j=25
CleanInterior: i=16, j=26
CleanInterior: i=16, j=27
CleanInterior: i=16, j=28
CleanInterior: i=16, j=29
CleanInterior: i=16, j=30
CleanInterior: i=16, j=31
CleanInterior: i=16, j=32
CleanInterior: i=16, j=33
CleanInterior: i=16, j=34
CleanInterior: i=16, j=35
CleanInterior: i=16, j=36
CleanInterior: i=16, j=37
CleanInterior: i=16, j=38
CleanInterior: i=16, j=39
CleanInterior: i=16, j=40
CleanInterior: i=16, j=41
CleanInterior: i=16, j=42
CleanInterior: i=17, j=0
CleanInterior: i=17, j=1
CleanInterior: i=17, j=2
CleanInterior: i=17, j=3
CleanInterior: i=17, j=4
CleanInterior: i=17, j=5
CleanInterior: i=17, j=6
CleanInterior: i=17, j=7
CleanInterior: i=17, j=8
CleanInterior: i=17, j=9
CleanInterior: i=17, j=10
CleanInterior: i=17, j=11
CleanInterior: i=17, j=12
CleanInterior: i=17, j=13
CleanInterior: i=17, j=14
CleanInterior: i=17, j=15
CleanInterior: i=17, j=16
CleanInterior: i=17, j=18
CleanInterior: i=17, j=19
CleanInterior: i=17, j=20
CleanInterior: i=17, j=21
CleanInterior: i=17, j=22
CleanInterior: i=17, j=23
CleanInterior: i=17, j=24
CleanInterior: i=17, j=25
CleanInterior: i=17, j=26
CleanInterior: i=17, j=27
CleanInterior: i=17, j=28
CleanInterior: i=17, j=29
CleanInterior: i=17, j=30
CleanInterior: i=17, j=31
CleanInterior: i=17, j=32
CleanInterior: i=17, j=33
CleanInterior: i=17, j=34
CleanInterior: i=17, j=35
CleanInterior: i=17, j=36
CleanInterior: i=17, j=37
CleanInterior: i=17, j=38
CleanInterior: i=17, j=39
CleanInterior: i=17, j=40
CleanInterior: i=17, j=41
CleanInterior: i=17, j=42
CleanInterior: i=18, j=0
CleanInterior: i=18, j=1
CleanInterior: i=18, j=2
CleanInterior: i=18, j=3
CleanInterior: i=18, j=4
CleanInterior: i=18, j=5
CleanInterior: i=18, j=6
CleanInterior: i=18, j=7
CleanInterior: i=18, j=8
CleanInterior: i=18, j=9
CleanInterior: i=18, j=10
CleanInterior: i=18, j=11
CleanInterior: i=18, j=12
CleanInterior: i=18, j=13
CleanInterior: i=18, j=14
CleanInterior: i=18, j=15
CleanInterior: i=18, j=16
CleanInterior: i=18, j=17
CleanInterior: i=18, j=19
CleanInterior: i=18, j=20
CleanInterior: i=18, j=21
CleanInterior: i=18, j=22
CleanInterior: i=18, j=23
CleanInterior: i=18, j=24
CleanInterior: i=18, j=25
CleanInterior: i=18, j=26
CleanInterior: i=18, j=27
CleanInterior: i=18, j=28
CleanInterior: i=18, j=29
CleanInterior: i=18, j=30
CleanInterior: i=18, j=31
CleanInterior: i=18, j=32
CleanInterior: i=18, j=33
CleanInterior: i=18, j=34
CleanInterior: i=18, j=35
CleanInterior: i=18, j=36
CleanInterior: i=18, j=37
CleanInterior: i=18, j=38
CleanInterior: i=18, j=39
CleanInterior: i=18, j=40
CleanInterior: i=18, j=41
CleanInterior: i=18, j=42
REMOVED: j=0, ConnectedColor:174,200,166, XY:467,817
REMOVED: j=0, ConnectedColor:174,200,166, XY:467,818
REMOVED: j=0, ConnectedColor:174,200,166, XY:466,819
REMOVED: j=0, ConnectedColor:174,200,166, XY:466,820
REMOVED: j=0, ConnectedColor:174,200,166, XY:467,821
REMOVED: j=0, ConnectedColor:174,200,166, XY:467,822
REMOVED: j=0, ConnectedColor:174,200,166, XY:467,823
REMOVED: j=0, ConnectedColor:174,200,166, XY:467,824
REMOVED: j=0, ConnectedColor:174,200,166, XY:467,825
REMOVED: j=0, ConnectedColor:174,200,166, XY:467,826
REMOVED: j=0, ConnectedColor:174,200,166, XY:467,827
REMOVED: j=0, ConnectedColor:174,200,166, XY:467,828
REMOVED: j=0, ConnectedColor:174,200,166, XY:467,829
REMOVED: j=0, ConnectedColor:174,200,166, XY:467,830
REMOVED: j=0, ConnectedColor:174,200,166, XY:467,831
REMOVED: j=0, ConnectedColor:174,200,166, XY:468,832
REMOVED: j=0, ConnectedColor:174,200,166, XY:468,833
REMOVED: j=0, ConnectedColor:174,200,166, XY:468,834
REMOVED: j=0, ConnectedColor:174,200,166, XY:468,835
REMOVED: j=0, ConnectedColor:174,200,166, XY:468,836
REMOVED: j=0, ConnectedColor:174,200,166, XY:468,837
REMOVED: j=0, ConnectedColor:174,200,166, XY:468,838
REMOVED: j=0, ConnectedColor:174,200,166, XY:468,839
REMOVED: j=0, ConnectedColor:174,200,166, XY:468,840
REMOVED: j=0, ConnectedColor:174,200,166, XY:468,841
REMOVED: j=0, ConnectedColor:174,200,166, XY:468,842
REMOVED: j=0, ConnectedColor:174,200,166, XY:468,843
REMOVED: j=0, ConnectedColor:174,200,166, XY:468,844
REMOVED: j=0, ConnectedColor:174,200,166, XY:468,845
REMOVED: j=0, ConnectedColor:174,200,166, XY:467,846
REMOVED: j=0, ConnectedColor:174,200,166, XY:467,847
REMOVED: j=0, ConnectedColor:174,200,166, XY:468,848
REMOVED: j=0, ConnectedColor:174,200,166, XY:468,849
REMOVED: j=0, ConnectedColor:174,200,166, XY:468,850
REMOVED: j=0, ConnectedColor:174,200,166, XY:468,851
REMOVED: j=0, ConnectedColor:174,200,166, XY:468,852
REMOVED: j=0, ConnectedColor:174,200,166, XY:468,853
REMOVED: j=0, ConnectedColor:174,200,166, XY:468,854
REMOVED: j=0, ConnectedColor:174,200,166, XY:468,855
REMOVED: j=0, ConnectedColor:174,200,166, XY:468,856
REMOVED: j=0, ConnectedColor:174,200,166, XY:468,857
REMOVED: j=0, ConnectedColor:174,200,166, XY:468,858
REMOVED: j=0, ConnectedColor:174,200,166, XY:468,859
REMOVED: j=0, ConnectedColor:174,200,166, XY:468,860
REMOVED: j=0, ConnectedColor:174,200,166, XY:468,861
REMOVED: j=0, ConnectedColor:174,200,166, XY:468,862
REMOVED: j=0, ConnectedColor:174,200,166, XY:468,863
REMOVED: j=0, ConnectedColor:174,200,166, XY:468,864
REMOVED: j=0, ConnectedColor:174,200,166, XY:468,865
REMOVED: j=0, ConnectedColor:174,200,166, XY:468,866
REMOVED: j=0, ConnectedColor:174,200,166, XY:468,867
REMOVED: j=0, ConnectedColor:174,200,166, XY:468,868
REMOVED: j=0, ConnectedColor:174,200,166, XY:468,869
REMOVED: j=0, ConnectedColor:174,200,166, XY:467,870
REMOVED: j=0, ConnectedColor:174,200,166, XY:466,871
REMOVED: j=0, ConnectedColor:174,200,166, XY:468,871
REMOVED: j=0, ConnectedColor:174,200,166, XY:468,871
REMOVED: j=0, ConnectedColor:174,200,166, XY:468,872
REMOVED: j=0, ConnectedColor:174,200,166, XY:468,873
REMOVED: j=0, ConnectedColor:174,200,166, XY:468,874
REMOVED: j=0, ConnectedColor:174,200,166, XY:468,875
REMOVED: j=0, ConnectedColor:174,200,166, XY:468,876
REMOVED: j=0, ConnectedColor:174,200,166, XY:468,877
REMOVED: j=0, ConnectedColor:174,200,166, XY:468,878
REMOVED: j=0, ConnectedColor:174,200,166, XY:469,879
REMOVED: j=0, ConnectedColor:174,200,166, XY:469,880
REMOVED: j=0, ConnectedColor:174,200,166, XY:470,881
REMOVED: j=0, ConnectedColor:174,200,166, XY:471,882
REMOVED: j=0, ConnectedColor:174,200,166, XY:471,883
REMOVED: j=0, ConnectedColor:174,200,166, XY:471,884
REMOVED: j=0, ConnectedColor:174,200,166, XY:471,885
REMOVED: j=0, ConnectedColor:174,200,166, XY:473,885
REMOVED: j=0, ConnectedColor:174,200,166, XY:473,885
REMOVED: j=0, ConnectedColor:174,200,166, XY:467,818
REMOVED: j=0, ConnectedColor:174,200,166, XY:467,821
REMOVED: j=0, ConnectedColor:174,200,166, XY:467,870
REMOVED: j=0, ConnectedColor:174,200,166, XY:467,872
REMOVED: j=0, ConnectedColor:174,200,166, XY:468,832
REMOVED: j=0, ConnectedColor:174,200,166, XY:468,845
REMOVED: j=0, ConnectedColor:174,200,166, XY:468,848
REMOVED: j=0, ConnectedColor:174,200,166, XY:468,869
REMOVED: j=0, ConnectedColor:174,200,166, XY:468,871
REMOVED: j=0, ConnectedColor:174,200,166, XY:469,879
REMOVED: j=0, ConnectedColor:174,200,166, XY:470,881
REMOVED: j=0, ConnectedColor:174,200,166, XY:471,882
REMOVED: j=0, ConnectedColor:174,200,166, XY:472,886
REMOVED: j=0, ConnectedColor:174,200,166, XY:473,885
REMOVED: j=0, ConnectedColor:174,200,166, XY:474,886
CleanInterior: i=19, j=0
CleanInterior: i=19, j=1
CleanInterior: i=19, j=2
CleanInterior: i=19, j=3
CleanInterior: i=19, j=4
CleanInterior: i=19, j=5
CleanInterior: i=19, j=6
CleanInterior: i=19, j=7
CleanInterior: i=19, j=8
CleanInterior: i=19, j=9
CleanInterior: i=19, j=10
CleanInterior: i=19, j=11
CleanInterior: i=19, j=12
CleanInterior: i=19, j=13
CleanInterior: i=19, j=14
CleanInterior: i=19, j=15
CleanInterior: i=19, j=16
CleanInterior: i=19, j=17
CleanInterior: i=19, j=18
CleanInterior: i=19, j=20
CleanInterior: i=19, j=21
CleanInterior: i=19, j=22
CleanInterior: i=19, j=23
CleanInterior: i=19, j=24
CleanInterior: i=19, j=25
CleanInterior: i=19, j=26
CleanInterior: i=19, j=27
CleanInterior: i=19, j=28
CleanInterior: i=19, j=29
CleanInterior: i=19, j=30
CleanInterior: i=19, j=31
CleanInterior: i=19, j=32
CleanInterior: i=19, j=33
CleanInterior: i=19, j=34
CleanInterior: i=19, j=35
CleanInterior: i=19, j=36
CleanInterior: i=19, j=37
CleanInterior: i=19, j=38
CleanInterior: i=19, j=39
CleanInterior: i=19, j=40
